rank,finalWorth,category,personName,age,country,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,date,birthYear,birthMonth,birthDay,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,total_tax_rate_country,population_country
2133,1300,Healthcare,Yves-Loic Martin,57,France,Laboratory services,Healthcare,France,True,D,M,1966-01-01 00:00:00,4/4/2023 5:01,1966.0,1.0,1.0,-2147483648,66,103,61,67059887
2133,1300,Finance & Investments,Carsten Maschmeyer,64,Germany,Finance services,Finance & Investments,Germany,True,U,M,1959-05-08 00:00:00,4/4/2023 5:01,1959.0,5.0,8.0,-2147483648,71,104,49,83132799
2133,1300,Finance & Investments,Lillian Teh Li Ming,61,United States,Banking,Finance & Investments,Malaysia,False,N,F,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,89,102,37,328239523
2133,1300,Logistics,Martin Moller Nielsen,59,Switzerland,Aircraft leasing,Logistics,Denmark,True,E,M,1964-08-01 00:00:00,4/4/2023 5:01,1964.0,8.0,1.0,-2147483648,60,106,29,8574832
2133,1300,Finance & Investments,Jahm Najafi,60,United States,Investments,Finance & Investments,United States,True,N,M,1963-03-19 00:00:00,4/4/2023 5:01,1963.0,3.0,19.0,-2147483648,89,102,37,328239523
2133,1300,Finance & Investments,Randal Nardone,68,United States,"Investments, energy",Finance & Investments,United States,True,E,M,1955-06-22 00:00:00,4/4/2023 5:01,1955.0,6.0,22.0,-2147483648,89,102,37,328239523
2133,1300,Food & Beverage,Nguyen Dang Quang,60,Vietnam,"Consumer products, banking",Food & Beverage,Vietnam,True,D,M,1963-08-23 00:00:00,4/4/2023 5:01,1963.0,8.0,23.0,-2147483648,29,111,38,96462106
2133,1300,Gambling & Casinos,Kazuo Okada,81,Japan,Casinos,Gambling & Casinos,Japan,True,D,M,1942-10-03 00:00:00,4/4/2023 5:01,1942.0,10.0,3.0,-2147483648,64,99,47,126226568
2133,1300,Healthcare,John Oyler,55,United States,Biotech,Healthcare,United States,True,U,M,1968-04-03 00:00:00,4/4/2023 5:01,1968.0,4.0,3.0,-2147483648,89,102,37,328239523
2133,1300,Finance & Investments,William Teh Lee Pang,61,United States,Banking,Finance & Investments,Malaysia,False,N,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,89,102,37,328239523
2133,1300,Manufacturing,George Pedersen & family,88,United States,Defense contractor,Manufacturing,United States,True,U,M,1935-08-18 00:00:00,4/4/2023 5:01,1935.0,8.0,18.0,-2147483648,89,102,37,328239523
2133,1300,Fashion & Retail,Qu Miranda,38,China,E-commerce,Fashion & Retail,China,True,D,F,1985-01-01 00:00:00,4/4/2023 5:01,1985.0,1.0,1.0,-2147483648,51,101,60,1397715000
2133,1300,Real Estate,Jupally Rameshwar Rao,68,India,Real estate,Real Estate,India,True,U,M,1955-09-16 00:00:00,4/4/2023 5:01,1955.0,9.0,16.0,-2147483648,29,113,50,1366417754
2133,1300,Logistics,G. M. Rao,73,India,Infrastructure,Logistics,India,True,D,M,1950-07-01 00:00:00,4/4/2023 5:01,1950.0,7.0,1.0,-2147483648,29,113,50,1366417754
2133,1300,Healthcare,P.V. Ramprasad Reddy,65,India,Pharmaceuticals,Healthcare,India,True,D,M,1958-03-30 00:00:00,4/4/2023 5:01,1958.0,3.0,30.0,-2147483648,29,113,50,1366417754
2133,1300,Healthcare,Satish Reddy,56,India,Pharmaceuticals,Healthcare,India,False,E,M,1967-06-09 00:00:00,4/4/2023 5:01,1967.0,6.0,9.0,-2147483648,29,113,50,1366417754
2133,1300,Fashion & Retail,Fernando Roig,76,Spain,Supermarkets,Fashion & Retail,Spain,False,D,M,1947-06-25 00:00:00,4/4/2023 5:01,1947.0,6.0,25.0,-2147483648,89,103,47,47076781
2133,1300,Diversified,Igor Rotenberg,50,Russia,"Investments, real estate",Diversified,Russia,True,R,M,1973-05-09 00:00:00,4/4/2023 5:01,1973.0,5.0,9.0,-2147483648,82,103,47,144373535
2133,1300,Manufacturing,Seifeddin Rustamov,61,United States,Chemicals,Manufacturing,Russia,True,N,M,1962-06-17 00:00:00,4/4/2023 5:01,1962.0,6.0,17.0,-2147483648,89,102,37,328239523
2133,1300,Diversified,Deniz Sahenk,78,Turkey,Diversified,Diversified,Turkey,False,E,F,1945-08-06 00:00:00,4/4/2023 5:01,1945.0,8.0,6.0,-2147483648,24,94,43,83429615
2133,1300,Food & Beverage,Nobutada Saji,78,Japan,Beverages,Food & Beverage,Japan,False,U,M,1945-11-25 00:00:00,4/4/2023 5:01,1945.0,11.0,25.0,-2147483648,64,99,47,126226568
2133,1300,Gambling & Casinos,Hajime Satomi,81,Japan,"Video games, pachinko",Gambling & Casinos,Japan,True,E,M,1942-01-16 00:00:00,4/4/2023 5:01,1942.0,1.0,16.0,-2147483648,64,99,47,126226568
2133,1300,Technology,James Scapa,66,United States,Software,Technology,United States,True,E,M,1957-01-23 00:00:00,4/4/2023 5:01,1957.0,1.0,23.0,-2147483648,89,102,37,328239523
2133,1300,Manufacturing,Stephan Schnabel,48,United States,Chemicals,Manufacturing,Germany,False,U,M,1975-01-18 00:00:00,4/4/2023 5:01,1975.0,1.0,18.0,-2147483648,89,102,37,328239523
2133,1300,Healthcare,Devi Shetty,70,India,Healthcare,Healthcare,India,True,U,M,1953-01-01 00:00:00,4/4/2023 5:01,1953.0,1.0,1.0,-2147483648,29,113,50,1366417754
2133,1300,Diversified,Albert Shigaboutdinov,71,Russia,"Refinery, chemicals",Diversified,Russia,True,E,M,1952-11-12 00:00:00,4/4/2023 5:01,1952.0,11.0,12.0,-2147483648,82,103,47,144373535
2133,1300,Finance & Investments,Diana Teh Li Shing,61,United States,Banking,Finance & Investments,Malaysia,False,N,F,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,89,102,37,328239523
2133,1300,Food & Beverage,Denis Shtengelov,51,Australia,"Food, retail",Food & Beverage,Russia,True,N,M,1972-05-14 00:00:00,4/4/2023 5:01,1972.0,5.0,14.0,-2147483648,114,101,48,25766605
2133,1300,Manufacturing,Fei Song,57,China,Machinery,Manufacturing,China,True,D,M,1966-09-12 00:00:00,4/4/2023 5:01,1966.0,9.0,12.0,-2147483648,51,101,60,1397715000
2133,1300,Sports,Hal Steinbrenner,55,United States,Sports,Sports,United States,False,N,M,1968-12-03 00:00:00,4/4/2023 5:01,1968.0,12.0,3.0,-2147483648,89,102,37,328239523
2133,1300,Sports,Jessica Steinbrenner,59,United States,Sports,Sports,United States,False,N,F,1964-03-26 00:00:00,4/4/2023 5:01,1964.0,3.0,26.0,-2147483648,89,102,37,328239523
2133,1300,Sports,Jennifer Steinbrenner Swindal,64,United States,Sports,Sports,United States,False,N,F,1959-07-28 00:00:00,4/4/2023 5:01,1959.0,7.0,28.0,-2147483648,89,102,37,328239523
2133,1300,Metals & Mining,Konstantin Strukov & family,65,Russia,"Gold, coal mining",Metals & Mining,Russia,True,R,M,1958-09-10 00:00:00,4/4/2023 5:01,1958.0,9.0,10.0,-2147483648,82,103,47,144373535
2133,1300,Energy,Rustem Sulteev,69,Russia,"Refinery, chemicals",Energy,Russia,True,E,M,1954-01-04 00:00:00,4/4/2023 5:01,1954.0,1.0,4.0,-2147483648,82,103,47,144373535
2133,1300,Food & Beverage,Clemens Toennies,67,Germany,Meat processing,Food & Beverage,Germany,True,D,M,1956-05-27 00:00:00,4/4/2023 5:01,1956.0,5.0,27.0,-2147483648,71,104,49,83132799
2133,1300,Food & Beverage,Robert Toennies,45,Germany,Meat processing,Food & Beverage,Germany,False,D,M,1978-05-29 00:00:00,4/4/2023 5:01,1978.0,5.0,29.0,-2147483648,71,104,49,83132799
2133,1300,Real Estate,John Van Lieshout,77,Australia,Real estate,Real Estate,Australia,True,D,M,1946-01-12 00:00:00,4/4/2023 5:01,1946.0,1.0,12.0,-2147483648,114,101,48,25766605
2133,1300,Healthcare,Pongsak Viddayakorn,89,Thailand,Hospitals,Healthcare,Thailand,True,U,M,1934-03-23 00:00:00,4/4/2023 5:01,1934.0,3.0,23.0,-2147483648,50,100,30,69625582
2133,1300,Fashion & Retail,Wang Jianguo,63,China,Retail,Fashion & Retail,China,True,D,M,1960-01-01 00:00:00,4/4/2023 5:01,1960.0,1.0,1.0,-2147483648,51,101,60,1397715000
2133,1300,Service,Junjin Wang,55,China,Airline,Service,China,True,D,M,1968-12-01 00:00:00,4/4/2023 5:01,1968.0,12.0,1.0,-2147483648,51,101,60,1397715000
2133,1300,Manufacturing,Wang Mingwang,56,China,Electronics components,Manufacturing,China,True,D,M,1967-05-02 00:00:00,4/4/2023 5:01,1967.0,5.0,2.0,-2147483648,51,101,60,1397715000
2133,1300,Technology,Wei Lidong & family,47,China,Software,Technology,China,True,D,M,1976-01-01 00:00:00,4/4/2023 5:01,1976.0,1.0,1.0,-2147483648,51,101,60,1397715000
2133,1300,Fashion & Retail,Myron Wentz,83,Cayman Islands,Health products,Fashion & Retail,St. Kitts and Nevis,True,D,M,1940-01-01 00:00:00,4/4/2023 5:01,1940.0,1.0,1.0,-2147483648,68,103,44,507454841
2133,1300,Manufacturing,Wu Xiaoge,51,China,Battery components,Manufacturing,China,True,Split Family Fortune,F,1972-11-01 00:00:00,4/4/2023 5:01,1972.0,11.0,1.0,-2147483648,51,101,60,1397715000
2133,1300,Diversified,Wu Xushun & family,75,China,Internet,Diversified,China,True,D,M,1948-04-28 00:00:00,4/4/2023 5:01,1948.0,4.0,28.0,-2147483648,51,101,60,1397715000
2133,1300,Healthcare,Xiong Xiaochuan,57,China,Medical devices,Healthcare,China,True,N,M,1966-01-01 00:00:00,4/4/2023 5:01,1966.0,1.0,1.0,-2147483648,51,101,60,1397715000
2133,1300,Technology,Xu Shaochun,60,China,Software,Technology,China,True,D,M,1963-01-01 00:00:00,4/4/2023 5:01,1963.0,1.0,1.0,-2147483648,51,101,60,1397715000
2133,1300,Technology,Yan Jane & family,54,China,Software,Technology,China,True,U,F,1969-07-19 00:00:00,4/4/2023 5:01,1969.0,7.0,19.0,-2147483648,51,101,60,1397715000
2133,1300,Manufacturing,Zeng Chaoyi,54,China,Aluminum products,Manufacturing,China,True,E,M,1969-04-01 00:00:00,4/4/2023 5:01,1969.0,4.0,1.0,-2147483648,51,101,60,1397715000
2133,1300,Service,Peng Zhao,52,China,Online recruitment,Service,China,True,E,M,1971-01-01 00:00:00,4/4/2023 5:01,1971.0,1.0,1.0,-2147483648,51,101,60,1397715000
2133,1300,Service,Zhao Tongtong,56,Hong Kong,Hotels,Service,Canada,True,R,F,1967-01-01 00:00:00,4/4/2023 5:01,1967.0,1.0,1.0,-2147483648,68,103,44,507454841
2133,1300,Metals & Mining,Kostyantin Zhevago,49,Ukraine,Mining,Metals & Mining,Ukraine,True,E,M,1974-01-07 00:00:00,4/4/2023 5:01,1974.0,1.0,7.0,-2147483648,83,99,46,44385155
2133,1300,Manufacturing,Zong Yanmin,61,China,Semiconductor materials,Manufacturing,China,True,E,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Finance & Investments,Sanjay Agarwal,53,India,Banking,Finance & Investments,India,True,E,M,1970-09-08 00:00:00,4/4/2023 5:01,1970.0,9.0,8.0,-2147483648,29,113,50,1366417754
2259,1200,Finance & Investments,Hamad bin Jassim bin Jaber Al Thani,64,Qatar,Investments,Finance & Investments,Qatar,False,E,M,1959-10-01 00:00:00,4/4/2023 5:01,1959.0,10.0,1.0,-2147483648,18,104,12,2832067
2259,1200,Diversified,Joao Alves de Queiroz Filho,70,Brazil,Pharmaceuticals,Diversified,Brazil,True,U,M,1953-01-01 00:00:00,4/4/2023 5:01,1953.0,1.0,1.0,-2147483648,52,116,66,212559417
2259,1200,Metals & Mining,Jose Maria Aristrain,61,Switzerland,Steel,Metals & Mining,Spain,False,E,M,1962-11-02 00:00:00,4/4/2023 5:01,1962.0,11.0,2.0,-2147483648,60,106,29,8574832
2259,1200,Finance & Investments,Michael Arougheti,51,United States,Finance,Finance & Investments,United States,True,N,M,1972-10-10 00:00:00,4/4/2023 5:01,1972.0,10.0,10.0,-2147483648,89,102,37,328239523
2259,1200,Technology,Tope Awotona,42,United States,Software,Technology,United States,True,D,M,1981-04-22 00:00:00,4/4/2023 5:01,1981.0,4.0,22.0,-2147483648,89,102,37,328239523
2259,1200,Healthcare,Mehmet Aydinlar,67,Turkey,Hospitals,Healthcare,Turkey,True,D,M,1956-07-27 00:00:00,4/4/2023 5:01,1956.0,7.0,27.0,-2147483648,24,94,43,83429615
2259,1200,Real Estate,Danna Azrieli,56,Israel,Real estate,Real Estate,Israel,False,D,F,1967-06-03 00:00:00,4/4/2023 5:01,1967.0,6.0,3.0,-2147483648,64,105,26,9053300
2259,1200,Real Estate,Naomi Azrieli,58,Canada,Real estate,Real Estate,Canada,False,D,F,1965-09-26 00:00:00,4/4/2023 5:01,1965.0,9.0,26.0,-2147483648,69,101,25,36991981
2259,1200,Real Estate,Sharon Azrieli,63,Canada,Real estate,Real Estate,Canada,False,D,F,1960-08-04 00:00:00,4/4/2023 5:01,1960.0,8.0,4.0,-2147483648,69,101,25,36991981
2259,1200,Energy,Bai Houshan,59,China,Lithium battery,Energy,China,True,D,M,1964-01-01 00:00:00,4/4/2023 5:01,1964.0,1.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Finance & Investments,Thomas Bailey,86,United States,Money management,Finance & Investments,United States,True,E,M,1937-01-01 00:00:00,4/4/2023 5:01,1937.0,1.0,1.0,-2147483648,89,102,37,328239523
2259,1200,Healthcare,Bernhard Braun-Luedicke,46,Germany,Medical technology,Healthcare,Germany,False,D,M,1977-01-01 00:00:00,4/4/2023 5:01,1977.0,1.0,1.0,-2147483648,71,104,49,83132799
2259,1200,Healthcare,Eva Maria Braun-Luedicke,36,Germany,Medical technology,Healthcare,Germany,False,D,F,1987-01-01 00:00:00,4/4/2023 5:01,1987.0,1.0,1.0,-2147483648,71,104,49,83132799
2259,1200,Healthcare,Friederike Braun-Luedicke,39,Germany,Medical technology,Healthcare,Germany,False,E,F,1984-01-01 00:00:00,4/4/2023 5:01,1984.0,1.0,1.0,-2147483648,71,104,49,83132799
2259,1200,Real Estate,Jeffrey Cheah,78,Malaysia,"Property, healthcare",Real Estate,Malaysia,True,D,M,1945-03-30 00:00:00,4/4/2023 5:01,1945.0,3.0,30.0,-2147483648,46,106,39,32447385
2259,1200,Food & Beverage,Chen Xianbao & family,64,China,Food,Food & Beverage,China,True,D,M,1959-05-19 00:00:00,4/4/2023 5:01,1959.0,5.0,19.0,-2147483648,51,101,60,1397715000
2259,1200,Healthcare,Cheng Xianfeng,55,China,Pharmaceuticals,Healthcare,China,True,D,M,1968-12-01 00:00:00,4/4/2023 5:01,1968.0,12.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Fashion & Retail,Chung Yong-jin,55,South Korea,Retail,Fashion & Retail,South Korea,False,D,M,1968-09-19 00:00:00,4/4/2023 5:01,1968.0,9.0,19.0,-2147483648,95,99,34,51709098
2259,1200,Service,Darwin Deason,83,United States,Software,Service,United States,True,D,M,1940-05-14 00:00:00,4/4/2023 5:01,1940.0,5.0,14.0,-2147483648,89,102,37,328239523
2259,1200,Fashion & Retail,Diego Della Valle,70,Italy,Shoes,Fashion & Retail,Italy,False,D,M,1953-12-30 00:00:00,4/4/2023 5:01,1953.0,12.0,30.0,-2147483648,62,102,60,60297396
2259,1200,Manufacturing,Ashwin Desai,72,India,Specialty chemicals,Manufacturing,India,True,N,M,1951-09-18 00:00:00,4/4/2023 5:01,1951.0,9.0,18.0,-2147483648,29,113,50,1366417754
2259,1200,Media & Entertainment,Richard Desmond,72,United Kingdom,Publishing,Media & Entertainment,United Kingdom,True,D,M,1951-12-08 00:00:00,4/4/2023 5:01,1951.0,12.0,8.0,-2147483648,60,102,31,66834405
2259,1200,Fashion & Retail,Ding Shui Po,53,China,"Sneakers, sportswear",Fashion & Retail,China,False,D,M,1970-11-01 00:00:00,4/4/2023 5:01,1970.0,11.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Fashion & Retail,Sefik Yilmaz Dizdar,85,Turkey,Fashion retail,Fashion & Retail,Turkey,True,U,M,1938-03-16 00:00:00,4/4/2023 5:01,1938.0,3.0,16.0,-2147483648,24,94,43,83429615
2259,1200,Media & Entertainment,Mathias Doepfner,60,Germany,Media,Media & Entertainment,Germany,False,D,M,1963-01-15 00:00:00,4/4/2023 5:01,1963.0,1.0,15.0,-2147483648,71,104,49,83132799
2259,1200,Manufacturing,Farhad Ebrahimi,84,United States,Solar panels,Manufacturing,United States,True,N,M,1939-01-01 00:00:00,4/4/2023 5:01,1939.0,1.0,1.0,-2147483648,89,102,37,328239523
2259,1200,Diversified,Jose Roberto Ermirio de Moraes,66,Brazil,Diversified,Diversified,Brazil,False,D,M,1957-11-30 00:00:00,4/4/2023 5:01,1957.0,11.0,30.0,-2147483648,52,116,66,212559417
2259,1200,Diversified,Jose Ermirio de Moraes Neto,71,Brazil,Diversified,Diversified,Brazil,False,D,M,1952-06-17 00:00:00,4/4/2023 5:01,1952.0,6.0,17.0,-2147483648,52,116,66,212559417
2259,1200,Manufacturing,Fang Hongbo,56,China,Home appliances,Manufacturing,China,True,D,M,1967-01-01 00:00:00,4/4/2023 5:01,1967.0,1.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Manufacturing,David Feffer,67,Brazil,Pulp and paper,Manufacturing,Brazil,False,D,M,1956-11-13 00:00:00,4/4/2023 5:01,1956.0,11.0,13.0,-2147483648,52,116,66,212559417
2259,1200,Manufacturing,Zsolt Felcsuti,52,Hungary,Manufacturing,Manufacturing,Hungary,True,N,M,1971-05-26 00:00:00,4/4/2023 5:01,1971.0,5.0,26.0,-2147483648,49,101,38,9769949
2259,1200,Fashion & Retail,Ben Francis,31,United Kingdom,Fitness clothing,Fashion & Retail,United Kingdom,True,N,M,1992-06-04 00:00:00,4/4/2023 5:01,1992.0,6.0,4.0,-2147483648,60,102,31,66834405
2259,1200,Fashion & Retail,Gary Friedman,66,United States,Furniture retail,Fashion & Retail,United States,True,D,M,1957-08-06 00:00:00,4/4/2023 5:01,1957.0,8.0,6.0,-2147483648,89,102,37,328239523
2259,1200,Metals & Mining,Dan Gertler,50,Israel,Mining,Metals & Mining,Israel,False,E,M,1973-12-23 00:00:00,4/4/2023 5:01,1973.0,12.0,23.0,-2147483648,64,105,26,9053300
2259,1200,Manufacturing,Balkrishan Goenka,57,India,Textiles,Manufacturing,India,True,D,M,1966-08-15 00:00:00,4/4/2023 5:01,1966.0,8.0,15.0,-2147483648,29,113,50,1366417754
2259,1200,Finance & Investments,Lawrence Golub,64,United States,Private equity,Finance & Investments,United States,True,E,M,1959-10-03 00:00:00,4/4/2023 5:01,1959.0,10.0,3.0,-2147483648,89,102,37,328239523
2259,1200,Manufacturing,Saroj Rani Gupta,73,India,Steel tubes,Manufacturing,India,True,N,F,1950-07-05 00:00:00,4/4/2023 5:01,1950.0,7.0,5.0,-2147483648,29,113,50,1366417754
2259,1200,Technology,Anthony Hall,68,Australia,Technology,Technology,Australia,True,N,M,1955-06-27 00:00:00,4/4/2023 5:01,1955.0,6.0,27.0,-2147483648,114,101,48,25766605
2259,1200,Construction & Engineering,Fahed Hariri,43,United Kingdom,"Construction, investments",Construction & Engineering,Lebanon,False,E,M,1980-12-29 00:00:00,4/4/2023 5:01,1980.0,12.0,29.0,-2147483648,60,102,31,66834405
2259,1200,Fashion & Retail,Richard Hayne,76,United States,Urban Outfitters,Fashion & Retail,United States,True,E,M,1947-09-01 00:00:00,4/4/2023 5:01,1947.0,9.0,1.0,-2147483648,89,102,37,328239523
2259,1200,Finance & Investments,Michael Heine,74,Australia,Financial services,Finance & Investments,Australia,True,E,M,1949-11-01 00:00:00,4/4/2023 5:01,1949.0,11.0,1.0,-2147483648,114,101,48,25766605
2259,1200,Technology,Orion Hindawi,43,United States,Software,Technology,United States,True,D,M,1980-01-10 00:00:00,4/4/2023 5:01,1980.0,1.0,10.0,-2147483648,89,102,37,328239523
2259,1200,Gambling & Casinos,Lawrence Ho,46,Hong Kong,Casinos,Gambling & Casinos,Hong Kong,False,R,M,1977-01-16 00:00:00,4/4/2023 5:01,1977.0,1.0,16.0,-2147483648,68,103,44,507454841
2259,1200,Fashion & Retail,Huang Guanlin,58,China,"Textiles, apparel",Fashion & Retail,China,True,D,M,1965-01-01 00:00:00,4/4/2023 5:01,1965.0,1.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Technology,Sam Hupert,69,Australia,Technology,Technology,Australia,True,N,M,1954-12-25 00:00:00,4/4/2023 5:01,1954.0,12.0,25.0,-2147483648,114,101,48,25766605
2259,1200,Telecom,Mohammed Ibrahim,77,United Kingdom,Communications,Telecom,United Kingdom,True,E,M,1946-05-03 00:00:00,4/4/2023 5:01,1946.0,5.0,3.0,-2147483648,60,102,31,66834405
2259,1200,Food & Beverage,Shirley Kao,67,Taiwan,Food & beverage retailing,Food & Beverage,Taiwan,False,E,F,1956-09-02 00:00:00,4/4/2023 5:01,1956.0,9.0,2.0,-2147483648,68,103,44,507454841
2259,1200,Finance & Investments,David Kaplan,56,United States,Finance,Finance & Investments,United States,True,N,M,1967-08-29 00:00:00,4/4/2023 5:01,1967.0,8.0,29.0,-2147483648,89,102,37,328239523
2259,1200,Fashion & Retail,Kim Kardashian,43,United States,"Shapewear, cosmetics, reality TV",Fashion & Retail,United States,True,D,F,1980-10-21 00:00:00,4/4/2023 5:01,1980.0,10.0,21.0,-2147483648,89,102,37,328239523
2259,1200,Manufacturing,Ke Guihua,58,China,Auto parts,Manufacturing,China,True,U,M,1965-10-13 00:00:00,4/4/2023 5:01,1965.0,10.0,13.0,-2147483648,51,101,60,1397715000
2259,1200,Healthcare,Ke Yunfeng & family,56,China,Retailing,Healthcare,China,True,U,M,1967-01-01 00:00:00,4/4/2023 5:01,1967.0,1.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Real Estate,Alexander Klyachin,56,Russia,Real estate,Real Estate,Russia,True,R,M,1967-05-18 00:00:00,4/4/2023 5:01,1967.0,5.0,18.0,-2147483648,82,103,47,144373535
2259,1200,Manufacturing,Christine Knauf,61,Germany,Building materials,Manufacturing,Germany,False,D,F,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,71,104,49,83132799
2259,1200,Manufacturing,Karl Knauf,61,Germany,Building materials,Manufacturing,Germany,False,D,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,71,104,49,83132799
2259,1200,Automotive,Suresh Krishna,87,India,Auto parts,Automotive,India,False,U,M,1936-12-24 00:00:00,4/4/2023 5:01,1936.0,12.0,24.0,-2147483648,29,113,50,1366417754
2259,1200,Media & Entertainment,Guy Laliberté,63,Canada,Cirque du Soleil,Media & Entertainment,Canada,True,E,M,1960-01-01 00:00:00,4/4/2023 5:01,1960.0,1.0,1.0,-2147483648,69,101,25,36991981
2259,1200,Technology,Lee Su-jin,45,South Korea,Hospitality,Technology,South Korea,True,N,M,1978-02-01 00:00:00,4/4/2023 5:01,1978.0,2.0,1.0,-2147483648,95,99,34,51709098
2259,1200,Manufacturing,Li Guoqing,53,China,Petro Fibre,Manufacturing,China,True,D,M,1970-02-22 00:00:00,4/4/2023 5:01,1970.0,2.0,22.0,-2147483648,51,101,60,1397715000
2259,1200,Healthcare,Li Li,59,China,Pharmaceuticals,Healthcare,China,True,D,M,1964-02-09 00:00:00,4/4/2023 5:01,1964.0,2.0,9.0,-2147483648,51,101,60,1397715000
2259,1200,Healthcare,Li Ruiqiang,44,China,Medical services,Healthcare,China,True,D,M,1979-11-01 00:00:00,4/4/2023 5:01,1979.0,11.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Manufacturing,Zhen Li & family,59,China,Lithium batteries,Manufacturing,China,True,D,M,1964-01-23 00:00:00,4/4/2023 5:01,1964.0,1.0,23.0,-2147483648,51,101,60,1397715000
2259,1200,Manufacturing,Guangwei Liang,60,China,Conglomerate,Manufacturing,China,True,D,M,1963-09-01 00:00:00,4/4/2023 5:01,1963.0,9.0,1.0,-2147483648,51,101,60,1397715000
2259,1200,Energy,Liu Ming Hui,60,Hong Kong,Natural gas distribution,Energy,China,True,D,M,1963-01-01 00:00:00,4/4/2023 5:01,1963.0,1.0,1.0,-2147483648,68,103,44,507454841
2259,1200,Technology,Frederic Luddy,69,United States,Software,Technology,United States,True,D,M,1954-11-24 00:00:00,4/4/2023 5:01,1954.0,11.0,24.0,-2147483648,89,102,37,328239523
2259,1200,Food & Beverage,"Cargill MacMillan, III.",64,United States,Cargill,Food & Beverage,United States,False,D,M,1959-12-21 00:00:00,4/4/2023 5:01,1959.0,12.0,21.0,-2147483648,89,102,37,328239523
2259,1200,Food & Beverage,John MacMillan,74,United States,Cargill,Food & Beverage,United States,False,D,M,1949-09-20 00:00:00,4/4/2023 5:01,1949.0,9.0,20.0,-2147483648,89,102,37,328239523
2259,1200,Food & Beverage,Martha MacMillan,72,United States,Cargill,Food & Beverage,United States,False,D,F,1951-10-01 00:00:00,4/4/2023 5:01,1951.0,10.0,1.0,-2147483648,89,102,37,328239523
2259,1200,Food & Beverage,William MacMillan,69,United States,Cargill,Food & Beverage,United States,False,D,M,1954-05-25 00:00:00,4/4/2023 5:01,1954.0,5.0,25.0,-2147483648,89,102,37,328239523
2259,1200,Diversified,Keshub Mahindra,100,India,Diversified,Diversified,India,False,R,M,1923-10-09 00:00:00,4/4/2023 5:01,1923.0,10.0,9.0,-2147483648,29,113,50,1366417754
2259,1200,Manufacturing,Mao Zhongwu,61,China,Manufacturing,Manufacturing,China,True,D,M,1962-08-13 00:00:00,4/4/2023 5:01,1962.0,8.0,13.0,-2147483648,51,101,60,1397715000
2259,1200,Construction & Engineering,Jorge Mas,60,United States,Construction,Construction & Engineering,United States,False,U,M,1963-02-28 00:00:00,4/4/2023 5:01,1963.0,2.0,28.0,-2147483648,89,102,37,328239523
2259,1200,Diversified,Lorinc Meszaros,57,Hungary,Diversified,Diversified,Hungary,True,E,M,1966-02-25 00:00:00,4/4/2023 5:01,1966.0,2.0,25.0,-2147483648,49,101,38,9769949
2259,1200,Technology,Jeffrey Michael & family,67,United States,Data management,Technology,United States,True,U,M,1956-07-18 00:00:00,4/4/2023 5:01,1956.0,7.0,18.0,-2147483648,89,102,37,328239523
2259,1200,Healthcare,Alan Miller & family,86,United States,Healthcare services,Healthcare,United States,True,D,M,1937-08-17 00:00:00,4/4/2023 5:01,1937.0,8.0,17.0,-2147483648,89,102,37,328239523
2259,1200,Automotive,Ulrich Mommert & family,82,United States,Lighting,Automotive,Austria,True,E,M,1941-01-11 00:00:00,4/4/2023 5:01,1941.0,1.0,11.0,-2147483648,89,102,37,328239523
2259,1200,Diversified,Neide Helena de Moraes,68,Brazil,Diversified,Diversified,Brazil,False,D,F,1955-02-15 00:00:00,4/4/2023 5:01,1955.0,2.0,15.0,-2147483648,52,116,66,212559417
2259,1200,Finance & Investments,Scott Nuttall,51,United States,Private equity,Finance & Investments,United States,True,U,M,1972-11-25 00:00:00,4/4/2023 5:01,1972.0,11.0,25.0,-2147483648,89,102,37,328239523
2259,1200,Manufacturing,Kailashchandra Nuwal,66,United States,Industrial explosives,Manufacturing,India,False,N,M,1957-07-06 00:00:00,4/4/2023 5:01,1957.0,7.0,6.0,-2147483648,89,102,37,328239523
2259,1200,Food & Beverage,Axel Oberwelland & family,56,Germany,Candy,Food & Beverage,Germany,False,Split Family Fortune,M,1967-01-01 00:00:00,4/4/2023 5:01,1967.0,1.0,1.0,-2147483648,71,104,49,83132799
